01.03.2022;;;;  ;;;
02.03.2022;;;;  ;;;
03.03.2022;;8;2;157,60 z³;;;
04.03.2022;;;;  ;;;
05.03.2022;;8;1;157,60 z³;;;
06.03.2022;;8;1;157,60 z³;;;
07.03.2022;;8;1;157,60 z³;;;
08.03.2022;;;;  ;;;
09.03.2022;;8;2;157,60 z³;;;
10.03.2022;;;;  ;;;
11.03.2022;;8;1;157,60 z³;;;
12.03.2022;;12;12;236,40 z³;;;
13.03.2022;;12;12;236,40 z³;;;
14.03.2022;;12;12;236,40 z³;;;
15.03.2022;;;;  ;;;
16.03.2022;;8;2;157,60 z³;;;
17.03.2022;;8;2;157,60 z³;;;
18.03.2022;;8;2;157,60 z³;;;
19.03.2022;;8;1;157,60 z³;;;
20.03.2022;;;;  ;;;
21.03.2022;;8;1;157,60 z³;;;
22.03.2022;;;;  ;;;
23.03.2022;;8;2;157,60 z³;;;
24.03.2022;;12;12;236,40 z³;;;
25.03.2022;;;;  ;;;
26.03.2022;;8;1;157,60 z³;;;
27.03.2022;;8;1;157,60 z³;;;
28.03.2022;;;;  ;;;
29.03.2022;;;;  ;;;
30.03.2022;;;;  ;;;
31.03.2022;;8;2;157,60 z³;;;
01.04.2022;;;; ;;;
02.04.2022;;8;1;157,60 z³;;;
03.04.2022;;8;1;157,60 z³;;;
04.04.2022;;8;1;157,60 z³;;;
05.04.2022;;;; ;;;
06.04.2022;;;; ;;;
07.04.2022;;;; ;;;
08.04.2022;;;; ;;;
09.04.2022;;;; ;;;
10.04.2022;;8;1;157,6;;;
11.04.2022;;8;2;157,6;;;
12.04.2022;;;; ;;;
13.04.2022;;;; ;;;
14.04.2022;;;; ;;;
15.04.2022;;8;2;157,6;;;
16.04.2022;;;; ;;;
17.04.2022;;;; ;;;
18.04.2022;;;; ;;;
19.04.2022;;;; ;;;
20.04.2022;;;; ;;;
21.04.2022;;;; ;;;
22.04.2022;;;; ;;;
23.04.2022;;;; ;;;
24.04.2022;;;; ;;;
25.04.2022;;;; ;;;
26.04.2022;;;; ;;;
27.04.2022;;;; ;;;
28.04.2022;;8;2;157,6;;;
29.04.2022;;;; ;;;
30.04.2022;;;; ;;;
01.05.2022;;;;  ;;;
02.05.2022;;;12;  ;;;
03.05.2022;;;12;  ;;;
04.05.2022;;;2;  ;;;
05.05.2022;;;12;  ;;;
06.05.2022;;;;  ;;;
07.05.2022;;;;  ;;;
08.05.2022;;;;  ;;;
09.05.2022;;;;  ;;;
10.05.2022;;;;  ;;;
11.05.2022;;;;  ;;;
12.05.2022;;;;  ;;;
13.05.2022;;;1;  ;;;
14.05.2022;;;;  ;;;
15.05.2022;;;;  ;;;
16.05.2022;;;;  ;;;
17.05.2022;;;;  ;;;
18.05.2022;;;;  ;;;
19.05.2022;;;12;  ;;;
20.05.2022;;;1;  ;;;
21.05.2022;;;;  ;;;
22.05.2022;;;;  ;;;
23.05.2022;;;;  ;;;
24.05.2022;;;2;  ;;;
25.05.2022;;;;  ;;;
26.05.2022;;;;  ;;;
27.05.2022;;;;  ;;;
28.05.2022;;;;  ;;;
29.05.2022;;;;  ;;;
30.05.2022;;;12;  ;;;
31.05.2022;;;;  ;;;
01.06.2022;;;12;  ;;;
02.06.2022;;;;  ;;;
03.06.2022;;;;  ;;;
04.06.2022;;;;  ;;;
05.06.2022;;;;  ;;;
06.06.2022;;;2;  ;;;
07.06.2022;;;;  ;;;
08.06.2022;;;;  ;;;
09.06.2022;;;;  ;;;
10.06.2022;;;;  ;;;
11.06.2022;;;;  ;;;
12.06.2022;;;;  ;;;
13.06.2022;;;2;  ;;;
14.06.2022;;;2;  ;;;
15.06.2022;;;2;  ;;;
16.06.2022;;;;  ;;;
17.06.2022;;;2;  ;;;
18.06.2022;;;;  ;;;
19.06.2022;;;;  ;;;
20.06.2022;;;;  ;;;
21.06.2022;;;;  ;;;
22.06.2022;;;;  ;;;
23.06.2022;;;;  ;;;
24.06.2022;;;;  ;;;
25.06.2022;;;;  ;;;
26.06.2022;;;;  ;;;
27.06.2022;;;;  ;;;
28.06.2022;;;;  ;;;
29.06.2022;;;;  ;;;
30.06.2022;;;;  ;;;
01.07.2022;;;;0;;;
02.07.2022;;;;0;;;
03.07.2022;;;;0;;;
04.07.2022;;;;0;;;
05.07.2022;;;;0;;;
06.07.2022;;;;0;;;
07.07.2022;;;;0;;;
08.07.2022;;;;0;;;
09.07.2022;;;;0;;;
10.07.2022;;;;0;;;
11.07.2022;;;;0;;;
12.07.2022;;;;0;;;
13.07.2022;;;;0;;;
14.07.2022;;;;0;;;
15.07.2022;;;;0;;;
16.07.2022;;;;0;;;
17.07.2022;;;;0;;;
18.07.2022;;;;0;;;
19.07.2022;;;2;0;;;
20.07.2022;;;12;0;;;
21.07.2022;;;;0;;;
22.07.2022;;;;0;;;
23.07.2022;;;;0;;;
24.07.2022;;;;0;;;
25.07.2022;;;;0;;;
26.07.2022;;;;0;;;
27.07.2022;;;;0;;;
28.07.2022;;;;0;;;
29.07.2022;;;;0;;;
30.07.2022;;;;0;;;
31.07.2022;;;;0;;;
01.08.2022;;;;0;;;
02.08.2022;;;;0;;;
03.08.2022;;;;0;;;
04.08.2022;;;;0;;;
05.08.2022;;;;0;;;
06.08.2022;;;;0;;;
07.08.2022;;;;0;;;
08.08.2022;;;2;0;;;
09.08.2022;;;;0;;;
10.08.2022;;;;0;;;
11.08.2022;;;1;0;;;
12.08.2022;;;1;0;;;
13.08.2022;;;;0;;;
14.08.2022;;;;0;;;
15.08.2022;;;2;0;;;
16.08.2022;;;;0;;;
17.08.2022;;;12;0;;;
18.08.2022;;;;0;;;
19.08.2022;;;;0;;;
20.08.2022;;;;0;;;
21.08.2022;;;;0;;;
22.08.2022;;;;0;;;
23.08.2022;;;;0;;;
24.08.2022;;;;0;;;
25.08.2022;;;;0;;;
26.08.2022;;;1;0;;;
27.08.2022;;;;0;;;
28.08.2022;;;;0;;;
29.08.2022;;;;0;;;
30.08.2022;;;;0;;;
31.08.2022;;;;0;;;
01.11.2021;;;;  ;;;
02.11.2021;;;;  ;;;
03.11.2021;;;12;  ;;;
04.11.2021;;;;  ;;;
05.11.2021;;;12;  ;;;
06.11.2021;;;;  ;;;
07.11.2021;;;12;  ;;;
08.11.2021;;;;  ;;;
09.11.2021;;;12;  ;;;
10.11.2021;;;2;  ;;;
11.11.2021;;;12;  ;;;
12.11.2021;;;;  ;;;
13.11.2021;;;12;  ;;;
14.11.2021;;;;  ;;;
15.11.2021;;;;  ;;;
16.11.2021;;;;  ;;;
17.11.2021;;;12;  ;;;
18.11.2021;;;12;  ;;;
19.11.2021;;;;  ;;;
20.11.2021;;;;  ;;;
21.11.2021;;;;  ;;;
22.11.2021;;;;  ;;;
23.11.2021;;;;  ;;;
24.11.2021;;;;  ;;;
25.11.2021;;;12;  ;;;
26.11.2021;;;;  ;;;
27.11.2021;;;12;  ;;;
28.11.2021;;;;  ;;;
29.11.2021;;;;  ;;;
30.11.2021;;;2;  ;;;
01.12.2021;;;;  ;;;
01.12.2021;;;;  ;;;
02.12.2021;;;;  ;;;
03.12.2021;;;;  ;;;
04.12.2021;;;12;  ;;;
05.12.2021;;;2;  ;;;
06.12.2021;;;12;  ;;;
07.12.2021;;;;  ;;;
08.12.2021;;;;  ;;;
09.12.2021;;;;  ;;;
10.12.2021;;;12;  ;;;
11.12.2021;;;;  ;;;
12.12.2021;;;1;  ;;;
13.12.2021;;;;  ;;;
14.12.2021;;;;  ;;;
15.12.2021;;;2;  ;;;
16.12.2021;;;2;  ;;;
17.12.2021;;;;  ;;;
18.12.2021;;;;  ;;;
19.12.2021;;;1;  ;;;
20.12.2021;;;;  ;;;
21.12.2021;;;;  ;;;
22.12.2021;;;;  ;;;78
23.12.2021;;;;  ;;;
24.12.2021;;;;  ;;;
25.12.2021;;;;  ;;;
26.12.2021;;;;  ;;;
27.12.2021;;;2;  ;;;
28.12.2021;;;;  ;;;
29.12.2021;;;1;  ;;;
30.12.2021;;;;  ;;;
31.12.2021;;;;  ;;;
01.02.2023;;0;; -;;;
02.02.2023;;0;; -;;;
03.02.2023;;0;; -;;;
04.02.2023;;0;; -;;;
05.02.2023;;0;; -;;;
06.02.2023;;0;; -;;;
07.02.2023;;0;; -;;;
08.02.2023;;0;; -;;;
09.02.2023;;12;12;273,60 z³;;;
10.02.2023;;0;; -;;;
11.02.2023;;0;; -;;;
12.02.2023;;0;; -;;;
13.02.2023;;0;; -;;;
14.02.2023;;0;; -;;;
15.02.2023;;0;; -;;;
16.02.2023;;0;; -;;;
17.02.2023;;0;; -;;;
18.02.2023;;0;; -;;;
19.02.2023;;0;; -;;;
20.02.2023;;0;; -;;;
21.02.2023;;0;; -;;;
22.02.2023;;0;; -;;;
23.02.2023;;8;2;182,40 z³;;;
24.02.2023;;8;2;182,40 z³;;;
25.02.2023;;0;; -;;;
26.02.2023;;0;; -;;;
27.02.2023;;5;0;114,00 z³;;;
28.02.2023;;0;; -;;;
01.02.2023;;0;;-;;;
02.02.2023;;8;1;182,4;;;
03.02.2023;;8;1;182,4;;;
04.02.2023;;0;;-;;;
05.02.2023;;0;;-;;;
06.02.2023;;8;1;182,4;;;
07.02.2023;;0;;-;;;
08.02.2023;;8;2;182,4;;;
09.02.2023;;0;;-;;;
10.02.2023;;0;;-;;;
11.02.2023;;0;;-;;;
12.02.2023;;0;;-;;;
13.02.2023;;0;;-;;;
14.02.2023;;0;;-;;;
15.02.2023;;0;;-;;;
16.02.2023;;0;;-;;;
17.02.2023;;0;;-;;;
18.02.2023;;0;;-;;;
19.02.2023;;0;;-;;;
20.02.2023;;0;;-;;;
21.02.2023;;0;;-;;;
22.02.2023;;0;;-;;;
23.02.2023;;0;;-;;;
24.02.2023;;0;;-;;;
25.02.2023;;0;;-;;;
26.02.2023;;0;;-;;;
27.02.2023;;0;;-;;;
28.02.2023;;0;;-;;;
